"","var","coef","se","model"
"I(gdppc.gap.ln_l^2)141","I(gdppc.gap.ln_l^2)",-0.219324976871656,0.0721541073080172,"optimal"
"(Intercept)52","(Intercept)",-15.9834396975074,5.44026494149405,"nearest"
"gdppc.gap.ln_l52","gdppc.gap.ln_l",3.56846481131192,1.26338926664474,"nearest"
"I(gdppc.gap.ln_l^2)52","I(gdppc.gap.ln_l^2)",-0.205227902884506,0.0727384148840023,"nearest"
"(Intercept)142","(Intercept)",-16.541219118458,5.51275014604623,"optimal"
"gdppc.gap.ln_l142","gdppc.gap.ln_l",3.70556160587998,1.28114126302843,"optimal"
"I(gdppc.gap.ln_l^2)142","I(gdppc.gap.ln_l^2)",-0.213500041947479,0.0738043688995681,"optimal"
"(Intercept)53","(Intercept)",-16.6292777763903,5.48491604976381,"nearest"
"gdppc.gap.ln_l53","gdppc.gap.ln_l",3.71136127676358,1.27491292079123,"nearest"
"I(gdppc.gap.ln_l^2)53","I(gdppc.gap.ln_l^2)",-0.213006445879364,0.0734599071758537,"nearest"
"(Intercept)143","(Intercept)",-16.9920895371674,5.48518002105632,"optimal"
"gdppc.gap.ln_l143","gdppc.gap.ln_l",3.80176914505786,1.27485761550043,"optimal"
"I(gdppc.gap.ln_l^2)143","I(gdppc.gap.ln_l^2)",-0.218522351796648,0.0734504499452295,"optimal"
"(Intercept)54","(Intercept)",-18.281602056711,5.45309844679805,"nearest"
"gdppc.gap.ln_l54","gdppc.gap.ln_l",4.10278528848544,1.26759550468932,"nearest"
